-6.08167:145.392
-5.20694:145.789
-5.82611:144.296
-6.56972:146.726
-9.44333:147.22
-3.58361:143.669
61.1611:-45.4275
70.7394:-22.6458
64.1908:-51.6781
69.2333:-51.0667
65.5833:-37.15
67.0169:-50.6892
76.5311:-68.7031
65.6597:-18.0725
65.2833:-14.4014
64.2956:-15.2272
65.9522:-17.4258
66.0581:-23.1353
63.985:-22.6056
66.3136:-16.4611
65.5558:-23.965
64.13:-21.9406
66.1333:-18.9167
63.4242:-20.2786
46.485:-84.5094
50.0564:-97.0325
44.6397:-63.4994
51.3917:-56.0844
49.0822:-125.772
68.5344:-89.8081
49.1322:-68.2072
48.3306:-70.9964
64.2989:-96.0778
49.9508:-125.271
49.91:-99.9519
69.1081:-105.138
49.0522:-123.87
49.2964:-117.632
47.0078:-65.4492
47.9906:-66.3314
67.8167:-115.144
52.075:-111.445
49.1528:-121.939
70.4861:-68.5167
50.3319:-115.874
64.0431:-139.128
61.3711:-139.041
49.4675:-120.512
49.2108:-57.3914
58.4222:-130.032
51.1008:-100.052
55.7417:-120.182
53.6667:-113.467
53.3097:-113.58
61.0942:-94.0708
49.2103:-102.966
53.5789:-116.465
79.9947:-85.8133
68.3042:-133.483
63.7564:-68.5558
45.8694:-66.5317
48.7461:-69.0972
54.6781:-101.682
61.1808:-113.69
61.7603:-121.237
44.2253:-76.5969
53.6253:-77.7042
48.7753:-64.4786
49.7783:-86.9394
47.4247:-61.7781
55.2833:-77.7667
56.35:-94.7
52.8167:-102.311
49.8317:-92.7442
70.7631:-117.806
68.6356:-95.8497
43.1731:-79.935
45.5175:-73.4169
60.8397:-115.783
44.8808:-63.5086
48.7739:-91.6386
72.6833:-77.9667
45.2944:-73.2811
48.5442:-58.55
50.7022:-120.442
43.4589:-80.3844
54.805:-66.8053
51.5175:-109.181
43.8622:-79.37
47.82:-83.3464
54.1253:-108.523
53.3092:-110.072
82.5178:-62.2806
49.9561:-119.378
63.6167:-135.867
50.3303:-105.559
56.6533:-111.222
51.2911:-80.6078
46.2744:-75.99
45.6797:-74.0386
50.1897:-61.7892
45.5214:-75.5642
49.7617:-77.8028
67.5706:-139.839
54.405:-110.279
58.6214:-117.165
45.3225:-75.6692
53.2142:-105.673
56.2269:-117.447
49.9028:-98.2747
49.2161:-122.71
51.4464:-90.2142
49.8364:-64.2886
44.23:-78.3633
54.2861:-130.445
58.7672:-111.117
44.9747:-79.3033
46.7883:-71.3975
52.1786:-113.893
42.2756:-82.9556
60.1178:-128.822
49.7883:-94.3631
49.6303:-112.8
46.1122:-64.6786
50.1828:-86.6964
49.7108:-124.887
50.4319:-104.666
48.3719:-89.3239
55.1797:-118.885
51.2647:-102.462
52.7692:-108.244
48.9369:-54.5681
46.1614:-60.0478
53.0261:-122.51
74.7169:-94.9694
47.7644:-69.5847
48.52:-72.2656
52.4297:-114.904
62.8114:-92.1158
46.625:-80.7989
45.4381:-71.6906
45.3161:-65.8903
60.0222:-111.96
72.9822:-84.6136
46.4428:-63.8311
71.9939:-125.243
64.23:-76.5267
55.8011:-97.8642
44.1189:-77.5281
48.5697:-81.3767
43.6275:-79.3961
69.4333:-133.026
45.4681:-73.7414
66.5214:-86.2247
68.7761:-81.2436
48.2061:-78.8356
55.1514:-105.262
53.3558:-110.824
67.5458:-64.0314
48.0533:-77.7828
58.0961:-68.4269
65.2825:-126.8
49.195:-123.182
55.8419:-108.418
44.7458:-81.1072
45.9522:-77.3192
49.91:-97.2344
52.9219:-66.8644
52.1831:-122.054
63.2094:-123.437
49.6103:-115.782
53.5725:-113.521
52.1708:-106.7
50.0189:-110.721
56.2381:-120.74
50.1144:-91.9042
66.145:-65.7136
47.695:-79.8489
53.8894:-122.679
54.4664:-128.577
43.0356:-81.1539
49.0253:-122.363
60.7094:-135.068
46.3636:-79.4228
51.1139:-114.02
54.8247:-127.183
58.8364:-122.597
49.4628:-119.602
46.29:-63.1211
69.5467:-93.5767
48.6469:-123.426
56.8639:-101.076
50.2919:-107.691
58.7392:-94.065
53.3192:-60.4258
47.6186:-52.7519
49.4139:-82.4675
50.2903:-88.9097
48.6086:-68.2081
43.6772:-79.6306
43.7425:-79.4656
45.8853:-82.5678
62.4628:-114.44
55.2933:-114.778
53.2542:-131.814
42.9994:-82.3089
50.6806:-127.367
54.1439:-115.787
50.2233:-66.2656
60.1728:-132.743
44.9844:-64.9169
62.2075:-133.376
67.4078:-134.86
36.5036:2.81417
35.3325:4.20639
36.7119:5.06972
36.6908:3.21528
24.2925:9.45222
36.5458:2.87611
36.1086:6.36444
26.71:0.285556
26.5733:8.48361
35.5253:2.87861
36.1781:5.32444
22.8108:5.45083
36.795:5.87333
33.5358:-0.242222
35.7522:0.626111
36.8222:7.80917
36.2767:6.62389
35.4314:8.12056
32.9297:3.31222
35.3411:1.46306
35.7353:-0.805278
27.7003:-8.16694
36.2125:1.33167
35.5422:-0.532222
35.0167:-1.45
35.6236:-0.621111
35.1717:-0.593056
35.2075:0.146944
27.8375:-0.186389
34.7931:5.73806
30.5711:2.85944
32.3839:3.79389
31.6728:6.14028
27.2508:2.51194
33.0678:6.08861
33.7639:2.92722
29.2369:0.275833
31.9172:5.41278
28.0514:9.64278
6.35722:2.38417
9.35694:2.60889
12.3531:-1.51222
11.16:-4.33083
5.60278:-0.168056
9.56333:-0.863333
10.0825:-2.5075
7.36167:-2.32861
4.89333:-1.775
5.25972:-3.92639
7.73861:-5.07361
6.7925:-6.47306
9.38694:-5.55639
7.27194:-7.58694
4.74667:-6.66056
6.90306:-5.36583
9.00667:7.26306
7.24667:5.30083
6.31722:5.59944
4.97583:8.34694
6.47417:7.56194
12.1717:6.69611
7.36222:3.97833
8.44:4.49389
9.63972:8.86889
10.6958:7.32
12.0475:8.52444
11.8553:13.0808
7.70361:8.61389
6.57722:3.32111
9.65194:6.46222
5.01528:6.94944
12.9161:5.20694
9.26028:12.4297
11.13:7.68556
13.5025:7.12667
13.4814:2.18361
14.8756:5.26528
16.9647:7.99694
18.9686:12.8686
13.3728:12.6267
13.7789:8.98361
14.9994:8.76694
35.7581:10.7547
36.8508:10.2269
37.2453:9.79139
32.3061:10.3819
34.4219:8.8225
33.8767:10.1033
36.7211:9.94306
33.875:10.7753
31.7042:9.25444
34.7178:10.6908
33.9397:8.11056
9.76722:1.09111
6.16556:1.25389
51.19:4.46278
50.7586:4.76833
51.1678:5.47083
50.9022:4.49861
51.3333:4.5
49.8872:5.22861
50.4592:4.45361
50.5758:3.83083
51.09:2.65278
50.2436:4.64861
50.8178:3.20833
50.6372:5.44306
51.1989:2.86222
50.9483:5.59167
50.7883:5.19278
51.1439:3.47417
51.395:4.96056
51.2656:4.75472
51.1933:14.5197
50.9817:12.5061
51.8319:12.1858
52.1972:14.5856
53.8786:14.1522
51.3081:13.5547
51.3628:11.9408
51.5519:12.0525
51.2944:13.3589
53.3064:12.7531
52.5797:13.9156
52.2033:13.1586
51.8558:11.4181
35.4606:-77.9647
54.3381:12.71
50.9172:11.7136
52.9186:12.4253
52.0736:11.6264
51.3281:12.6567
51.3644:14.9519
53.8325:13.6689
51.8894:14.5317
51.7211:11.9617
51.2961:14.1289
52.38:13.5225
51.1325:13.7669
50.98:10.9581
50.0264:8.54306
52.1344:7.68472
53.6303:9.98806
52.4728:13.4039
50.8658:7.1425
51.2894:6.76667
48.3536:11.7858
49.4986:11.0781
51.4239:12.2361
49.2144:7.10944
48.6897:9.22194
52.5594:13.2875
52.4608:9.685
53.0475:8.78667
49.9608:8.64361
49.9497:7.26389
49.4725:8.51361
51.0353:8.67889
49.6064:8.36833
49.9689:8.1475
50.9928:10.4725
50.7075:8.08194
53.5353:9.83528
54.3794:10.145
53.8053:10.7192
50.8228:6.18722
50.4058:6.52806
51.0994:7.60194
51.4833:7.89917
51.5303:6.53694
51.4014:6.93583
51.2303:6.50444
51.6142:8.61611
51.9958:6.84028
51.5181:7.61222
48.425:10.9317
48.1108:9.76278
48.3961:12.7236
48.0814:11.2833
48.9008:12.5181
48.6364:13.1953
47.8589:10.0144
47.6711:9.51139
53.4269:11.7833
52.6289:11.8197
48.7778:10.2644
50.2625:10.9958
49.9842:11.6383
49.7942:11.1322
50.2886:11.8547
49.8628:11.7878
50.0178:10.5294
50.3247:7.53083
49.8633:6.78889
49.3025:8.45111
49.2094:7.40056
48.7911:8.18694
47.9731:8.52222
48.0203:7.83361
48.9822:8.33333
48.0536:9.37278
49.1181:9.77722
51.6075:13.7378
52.3192:10.5561
51.4083:9.3775
52.1775:9.94556
53.5033:8.57333
53.1431:8.62333
53.3911:7.22722
53.2719:7.44278
53.5047:8.05333
53.5953:6.70917
53.7067:7.23
54.7717:9.37806
54.2208:9.60056
54.9131:8.34028
